플랜트,위치,설비,고장 모드,고장 원인,고장 조치사항,작동시간,보수시간,상태플래그,Column_10,Column_11,Column_12,Column_13,Column_14,Column_15,Column_16,Column_17,Column_18,Column_19,Column_20,Column_21,Column_22-T,Column_23,Column_24,Column_25,Column_26-T,Column_27,Column_28
평택기지본부,공통 건물내 FG 설비,000000000032102388,오동작/계기불량/작동불량,부품/자재 불량,부품/자재 교체,6176,3512,F,,,,,,,,,,,,,,,,,,,
평택기지본부,공통 건물내 FG 설비,000000000032102388,오동작/계기불량/작동불량,노후/장기사용,교정/조정/재설정 작업,19124,377,F,,,,,,,,,,,,,,,,,,,
평택기지본부,공통 건물내 FG 설비,000000000032102388,오동작/계기불량/작동불량,노후/장기사용,부품/자재 교체,1601,256,F,,,,,,,,,,,,,,,,,,,
평택기지본부,공통 건물내 FG 설비,000000000032102388,,,,57240,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 Drain 설비,000000000032102397,오동작/계기불량/작동불량,부품/자재 불량,부품/자재 교체,27394,198,F,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 Drain 설비,000000000032102397,정지(Trip)/기동불량/전원불량,직접입력,직접입력,6187,231,F,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 Drain 설비,000000000032102397,,,,61704,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,공통 계량설비,000000000032102415,오동작/계기불량/작동불량,직접입력,직접입력,51592,1985,F,,,,,,,,,,,,,,,,,,,
평택기지본부,공통 계량설비,000000000032102415,,,,11712,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 SMV,000000000032102425,,,,97674,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 공기압축설비,000000000032102472,,,,4488,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 질소설비,000000000032102498,,,,99183,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 SMV,000000000032102534,,,,63912,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 2차펌프,000000000032102556,,,,2880,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 SMV,000000000032102570,,,,80904,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 SMV,000000000032102732,,,,20088,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 2차펌프,000000000032102772,이완/풀림/탈락,이완/밀봉/고정 불량,분해점검,2430,272,F,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 2차펌프,000000000032102772,,,,21456,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 SMV,000000000032102795,고착 (Stick),부품/자재 불량,부품/자재 교체,45185,1022,F,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 SMV,000000000032102795,,,,19272,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 SMV,000000000032102814,,,,90672,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 SMV,000000000032102837,,,,82512,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 SMV,000000000032102843,오동작/계기불량/작동불량,이완/밀봉/고정 불량,분해점검,14239,195,F,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 SMV,000000000032102843,,,,50040,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,공통 HP 압축기,000000000032103120,오동작/계기불량/작동불량,노후/장기사용,부품/자재 교체,41079,1433,F,,,,,,,,,,,,,,,,,,,
평택기지본부,공통 HP 압축기,000000000032103120,,,,48408,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,공통 부취설비,000000000032103174,직접입력,직접입력,교정/조정/재설정 작업,8048,536,F,,,,,,,,,,,,,,,,,,,
평택기지본부,공통 부취설비,000000000032103174,오동작/계기불량/작동불량,S/W 오류,교정/조정/재설정 작업,504,232,F,,,,,,,,,,,,,,,,,,,
평택기지본부,공통 부취설비,000000000032103174,오동작/계기불량/작동불량,설정값불량/점검불량,교정/조정/재설정 작업,10687,269,F,,,,,,,,,,,,,,,,,,,
평택기지본부,공통 부취설비,000000000032103174,전송/통신 불량,직접입력,교정/조정/재설정 작업,16148,403,F,,,,,,,,,,,,,,,,,,,
평택기지본부,공통 부취설비,000000000032103174,,,,55704,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,공통 계량설비,000000000032103178,,,,47904,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,공통 계량설비,000000000032103180,,,,81888,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,공통 계량설비,000000000032103182,경보(Alarm)/차압발생,H/W 오류,부품/자재 교체,17685,2146,F,,,,,,,,,,,,,,,,,,,
평택기지본부,공통 계량설비,000000000032103182,,,,70680,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,공통 계량설비,000000000032103186,,,,82128,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,공통 계량설비,000000000032103190,,,,95088,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,공통 계량설비,000000000032103191,,,,83544,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 공기압축설비,000000000032103374,,,,62184,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,공통 부취설비,000000000032103382,전송/통신 불량,장기미사용 ,교정/조정/재설정 작업,59076,2469,F,,,,,,,,,,,,,,,,,,,
평택기지본부,공통 부취설비,000000000032103382,,,,10128,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 SMV,000000000032103471,,,,20520,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,공통 건물내 FG 설비,000000000032103526,,,,95088,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 2차펌프,000000000032103600,,,,78000,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,공통 계량설비,000000000032103695,,,,72624,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,공통 계량설비,000000000032103696,,,,99122,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2부두,000000000032104085,,,,68304,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2부두,000000000032104095,,,,52800,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2부두,000000000032104101,,,,79320,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2부두,000000000032104136,,,,16320,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 1탱크,000000000032104181,,,,71496,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 1탱크,000000000032104213,오동작/계기불량/작동불량,부품/자재 불량,직접입력,4263,210,F,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 1탱크,000000000032104213,,,,84912,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 1탱크,000000000032104269,,,,39264,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 1탱크,000000000032104275,,,,34872,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 2탱크,000000000032104411,,,,99193,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 2탱크,000000000032104443,오동작/계기불량/작동불량,직접입력,재설치 ,6637,1876,F,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 2탱크,000000000032104443,오동작/계기불량/작동불량,단선/단락/오결선 ,부품/자재 교체,8395,333,F,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 2탱크,000000000032104443,,,,75600,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 2탱크,000000000032104460,,,,78864,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 3탱크,000000000032104610,,,,94728,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 4탱크,000000000032104692,,,,81264,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 4탱크,000000000032104771,,,,82968,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,공통 소각설비,000000000032104815,오동작/계기불량/작동불량,부품/자재 불량,교정/조정/재설정 작업,2539,1292,F,,,,,,,,,,,,,,,,,,,
평택기지본부,공통 소각설비,000000000032104815,경보(Alarm)/차압발생,노후/장기사용,보강/개조/추가설치,34912,1823,F,,,,,,,,,,,,,,,,,,,
평택기지본부,공통 소각설비,000000000032104815,오동작/계기불량/작동불량,,,8888,*,F,,,,,,,,,,,,,,,,,,,
평택기지본부,공통 소각설비,000000000032104815,,,,2640,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,공통 소각설비,000000000032104816,오동작/계기불량/작동불량,S/W 오류,교정/조정/재설정 작업,22626,260,F,,,,,,,,,,,,,,,,,,,
평택기지본부,공통 소각설비,000000000032104816,오동작/계기불량/작동불량,직접입력,교정/조정/재설정 작업,1863,279,F,,,,,,,,,,,,,,,,,,,
평택기지본부,공통 소각설비,000000000032104816,오동작/계기불량/작동불량,,,57776,*,F,,,,,,,,,,,,,,,,,,,
평택기지본부,공통 소각설비,000000000032104816,,,,2640,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,공통 소각설비,000000000032104817,,,,73416,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 BOG 압축기,000000000032104821,,,,54144,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 2차펌프,000000000032105475,,,,15768,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 2차펌프,000000000032105490,,,,34968,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 ORV,000000000032105592,,,,3216,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 ORV,000000000032105596,,,,97138,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 ORV,000000000032105623,,,,80328,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,공통 부취설비,000000000032106580,,,,81744,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,공통 부취설비,000000000032106585,오동작/계기불량/작동불량,노후/장기사용,교정/조정/재설정 작업,86006,354,F,,,,,,,,,,,,,,,,,,,
평택기지본부,공통 부취설비,000000000032106585,,,,6408,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,공통 수처리설비,000000000032106733,,,,84432,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,공통 수처리설비,000000000032106734,전송/통신 불량,이물질 ,충진/보충/배출 작업,7455,471,F,,,,,,,,,,,,,,,,,,,
평택기지본부,공통 수처리설비,000000000032106734,,,,91848,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,공통 수처리설비,000000000032106735,,,,99297,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 해수취수설비,000000000032106940,결빙(Icing),이물질 ,분해점검,2030,1484,F,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 해수취수설비,000000000032106940,오동작/계기불량/작동불량,부품/자재 불량,부품/자재 교체,69182,*,F,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 해수취수설비,000000000032106940,,,,22128,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 해수취수설비,000000000032106941,,,,95904,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 해수취수설비,000000000032106943,,,,47544,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 해수취수설비,000000000032106955,,,,10608,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 염소처리설비,000000000032106958,,,,95592,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 염소처리설비,000000000032106986,,,,49200,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 염소처리설비,000000000032106996,오동작/계기불량/작동불량,부품/자재 불량,교정/조정/재설정 작업,271,*,F,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 염소처리설비,000000000032106996,직접입력,설정값불량/점검불량,교정/조정/재설정 작업,46,*,F,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 염소처리설비,000000000032106996,,,,98163,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 염소처리설비,000000000032107002,,,,99351,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,공통 건물내 FG 설비,000000000032200007,오동작/계기불량/작동불량,설계/설치불량/연약지반 ,교정/조정/재설정 작업,15923,197,F,,,,,,,,,,,,,,,,,,,
인천기지본부,공통 건물내 FG 설비,000000000032200007,,,,72072,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,공통 건물내 FG 설비,000000000032200009,오동작/계기불량/작동불량,,,61117,*,F,,,,,,,,,,,,,,,,,,,
인천기지본부,공통 건물내 FG 설비,000000000032200009,변형/변색/부식 ,직접입력,직접입력,225,96,F,,,,,,,,,,,,,,,,,,,
인천기지본부,공통 건물내 FG 설비,000000000032200009,,,,11832,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,공통 HP 압축기,000000000032201577,,,,39072,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,공통 HP 압축기,000000000032201806,,,,65712,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,공통 HP 압축기,000000000032201808,,,,16368,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 1차펌프,000000000032202238,,,,96216,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 1차펌프,000000000032202412,,,,96216,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 1차펌프,000000000032203307,,,,16584,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 1차펌프,000000000032203308,,,,56664,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 1차펌프,000000000032203310,,,,94152,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1부두,000000000032206438,,,,12696,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1부두,000000000032206440,,,,12744,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2부두,000000000032206547,,,,42168,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1부두,000000000032206651,,,,97210,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1부두,000000000032206655,오동작/계기불량/작동불량,Unbalance,교정/조정/재설정 작업,72398,908,F,,,,,,,,,,,,,,,,,,,
인천기지본부,1부두,000000000032206655,,,,8928,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1부두,000000000032206663,,,,6984,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1부두,000000000032206664,,,,71520,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1부두,000000000032206665,,,,60096,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1부두,000000000032206687,,,,21864,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1부두,000000000032206697,,,,95088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1부두,000000000032206773,,,,94128,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1부두,000000000032206802,,,,71304,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1부두,000000000032206803,,,,10704,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1부두,000000000032206805,,,,5472,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1부두,000000000032206809,,,,89184,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1부두,000000000032206815,,,,81216,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1부두,000000000032206833,,,,4272,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1부두,000000000032206834,,,,90168,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1부두,000000000032206861,,,,7224,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1부두,000000000032206863,,,,70920,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1부두,000000000032206882,,,,2016,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1부두,000000000032206887,,,,3696,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1부두,000000000032206894,,,,94536,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 1탱크,000000000032206947,,,,9408,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 2탱크,000000000032207123,,,,62976,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 2탱크,000000000032207131,,,,64296,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 2탱크,000000000032207132,,,,64296,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 3탱크,000000000032207181,오동작/계기불량/작동불량,직접입력,교정/조정/재설정 작업,295,*,F,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 3탱크,000000000032207181,,,,95856,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 3탱크,000000000032207188,,,,74760,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 3탱크,000000000032207240,,,,96782,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 3탱크,000000000032207250,,,,62976,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 3탱크,000000000032207252,오동작/계기불량/작동불량,부품/자재 불량,교정/조정/재설정 작업,7099,21,F,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 3탱크,000000000032207252,,,,92040,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 3탱크,000000000032207255,,,,51432,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 5탱크,000000000032207427,,,,97966,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 5탱크,000000000032207449,,,,98632,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 5탱크,000000000032207497,오동작/계기불량/작동불량,노후/장기사용,교정/조정/재설정 작업,926,576,F,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 5탱크,000000000032207497,전송/통신 불량,부품/자재 불량,직접입력,30567,112,F,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 5탱크,000000000032207497,,,,64224,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 7탱크,000000000032207639,오동작/계기불량/작동불량,노후/장기사용,부품/자재 교체,60590,170,F,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 7탱크,000000000032207639,,,,27720,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 7탱크,000000000032207669,,,,76200,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 7탱크,000000000032207732,,,,14256,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 8탱크,000000000032207843,,,,11616,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 8탱크,000000000032207865,,,,11616,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 9탱크,000000000032207889,,,,91800,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 9탱크,000000000032207905,오동작/계기불량/작동불량,이완/밀봉/고정 불량,밀봉/조임 작업,25957,*,F,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 9탱크,000000000032207905,,,,42432,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 9탱크,000000000032207939,,,,95496,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 10탱크,000000000032208003,,,,82800,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 10탱크,000000000032208023,,,,35544,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 11탱크,000000000032208109,,,,88008,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 11탱크,000000000032208122,오동작/계기불량/작동불량,설정값불량/점검불량,교정/조정/재설정 작업,12753,727,F,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 11탱크,000000000032208122,,,,81144,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 11탱크,000000000032208142,,,,67968,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 11탱크,000000000032208175,이완/풀림/탈락,직접입력,직접입력,20295,144,F,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 11탱크,000000000032208175,,,,71736,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 11탱크,000000000032208193,,,,97781,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 11탱크,000000000032208194,,,,75648,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 11탱크,000000000032208196,,,,91752,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 12탱크,000000000032208235,,,,57624,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,공통 HP 압축기,000000000032208398,,,,44328,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,공통 HP 압축기,000000000032208429,,,,66888,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,공통 HP 압축기,000000000032208575,경보(Alarm)/차압발생,직접입력,분해점검,6607,8,F,,,,,,,,,,,,,,,,,,,
인천기지본부,공통 HP 압축기,000000000032208575,,,,86376,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 BOG 압축기,000000000032208593,,,,88320,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 BOG 압축기,000000000032208597,,,,84168,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 BOG 압축기,000000000032208626,이완/풀림/탈락,이완/밀봉/고정 불량,밀봉/조임 작업,1965,159,F,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 BOG 압축기,000000000032208626,오동작/계기불량/작동불량,이완/밀봉/고정 불량,밀봉/조임 작업,6685,770,F,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 BOG 압축기,000000000032208626,,,,65928,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 BOG 압축기,000000000032208631,,,,21151,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 BOG 압축기,000000000032208634,,,,8208,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 BOG 압축기,000000000032208644,,,,98891,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 BOG 압축기,000000000032208650,,,,50856,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,1공장 BOG 압축기,000000000032208653,오동작/계기불량/작동불량,노후/장기사용,부품/자재 교체,55628,3564,F,,,,,,,,,,,,,,,,,,,
